"precinct_name","device_name","up_mete_id","mete_code","mete_no"
"佛山三水数据中心第一通信机楼五楼机房冷却塔配电动力1","冷却塔水位2#1","出水温度","013205",\N
"佛山三水数据中心第一通信机楼五楼机房冷却塔配电动力1","水箱房水位","回水温度","013206",\N
"佛山三水数据中心第一通信机楼五楼机房冷却塔配电动力1","冷却塔水位3#4","回水温度","013206",\N
"佛山三水数据中心第一通信机楼五楼机房冷却塔配电动力1","5#冷却塔水位2","出水温度","013205",\N
"佛山三水数据中心第一通信机楼五楼机房冷却塔配电动力1","5#冷却塔水位1","出水温度","013205",\N
"佛山三水数据中心第一通信机楼五楼机房冷却塔配电动力1","5#冷却塔水位5","出水温度","013205",\N
"佛山三水数据中心第一通信机楼五楼机房冷却塔配电动力1","5#冷却塔水位4","出水温度","013205",\N
"佛山三水数据中心第一通信机楼五楼机房冷却塔配电动力1","冷却塔水位3#1","出水温度","013205",\N
"佛山三水数据中心第一通信机楼五楼机房冷却塔配电动力1","5#冷却塔水位3","出水温度","013205",\N
"佛山三水数据中心第一通信机楼五楼机房冷却塔配电动力1","冷却塔水位4#1","出水温度","013205",\N
"佛山三水数据中心第一通信机楼五楼机房冷却塔配电动力1","冷却塔水位2#4","出水温度","013205",\N
"佛山三水数据中心第一通信机楼五楼机房冷却塔配电动力1","冷却塔水位3#3","出水温度","013205",\N
"佛山三水数据中心第一通信机楼五楼机房冷却塔配电动力1","冷却塔水位1#2","出水温度","013205",\N
"佛山三水数据中心第一通信机楼五楼机房冷却塔配电动力1","冷却塔水位2#2","回水温度","013206",\N
"佛山三水数据中心第一通信机楼五楼机房冷却塔配电动力1","冷却塔水位4#2","出水温度","013205",\N
"佛山三水数据中心第一通信机楼五楼机房冷却塔配电动力1","冷却塔水位4#3","出水温度","013205",\N
"佛山三水数据中心第一通信机楼五楼机房冷却塔配电动力1","冷却塔水位3#5","出水温度","013205",\N
"佛山三水数据中心第一通信机楼五楼机房冷却塔配电动力1","冷却塔水位2#2","出水温度","013205",\N
"佛山三水数据中心第一通信机楼五楼机房冷却塔配电动力1","冷却塔水位2#5","回水温度","013206",\N
"佛山三水数据中心第一通信机楼五楼机房冷却塔配电动力1","冷却塔水位1#1","回水温度","013206",\N
"佛山三水数据中心第一通信机楼五楼机房冷却塔配电动力1","冷却塔水位4#5","回水温度","013206",\N
"佛山三水数据中心第一通信机楼五楼机房冷却塔配电动力1","冷却塔水位1#3","回水温度","013206",\N
"佛山三水数据中心第一通信机楼五楼机房冷却塔配电动力1","冷却塔水位1#5","回水温度","013206",\N
"佛山三水数据中心第一通信机楼五楼机房冷却塔配电动力1","冷却塔水位1#4","回水温度","013206",\N
"佛山三水数据中心第一通信机楼五楼机房冷却塔配电动力1","冷却塔水位2#3","回水温度","013206",\N
"佛山三水数据中心第一通信机楼五楼机房冷却塔配电动力1","冷却塔水位4#4","回水温度","013206",\N
"佛山禅城全球通大厦一楼机房制冷动力1","远正空调1#","出水温度","013205",\N
"佛山禅城全球通大厦一楼机房制冷动力1","远正空调3#","回水温度","013206",\N
"佛山禅城全球通大厦一楼机房制冷动力1","远正空调2#","回水温度","013206",\N
"佛山禅城全球通大厦一楼机房制冷动力1","远正空调1#","回水温度","013206",\N
"佛山禅城全球通大厦一楼机房制冷动力1","远正空调2#","出水温度","013205",\N
"佛山禅城全球通大厦一楼机房制冷动力1","远正空调3#","出水温度","013205",\N
"佛山禅城全球通大厦三楼机房冷却塔动力1","11楼补水箱","回水温度","013206",\N
"佛山禅城全球通大厦三楼机房冷却塔动力1","冷却塔1","回水温度","013206",\N
"佛山禅城全球通大厦三楼机房冷却塔动力1","冷却塔2","回水温度","013206",\N
"佛山禅城全球通大厦三楼机房冷却塔动力1","11楼补水箱","出水温度","013205",\N
"佛山禅城全球通大厦三楼机房冷却塔动力1","补水箱1","出水温度","013205",\N
"佛山禅城全球通大厦三楼机房冷却塔动力1","冷却塔3","出水温度","013205",\N
"佛山禅城全球通大厦三楼机房冷却塔动力1","冷却塔2","出水温度","013205",\N
"佛山禅城全球通大厦三楼机房冷却塔动力1","冷却塔1","出水温度","013205",\N
"佛山禅城全球通大厦三楼机房冷却塔动力1","补水箱1","回水温度","013206",\N
"佛山禅城全球通大厦三楼机房冷却塔动力1","冷却塔3","回水温度","013206",\N
"佛山禅城第二机楼一楼机房制冷动力1","一期2#中央空调主机[麦克维尔]","出水温度","013205",\N
"佛山禅城第二机楼一楼机房制冷动力1","一期2#中央空调主机[麦克维尔]","回水温度","013206",\N
"佛山禅城第二机楼七楼机房冷却塔动力1","冷却塔水位5","回水温度","013206",\N
"佛山禅城第二机楼七楼机房冷却塔动力1","冷却塔水位1","回水温度","013206",\N
"佛山禅城第二机楼七楼机房冷却塔动力1","冷却塔水位4","回水温度","013206",\N
"佛山禅城第二机楼七楼机房冷却塔动力1","冷却塔水位6","出水温度","013205",\N
"佛山禅城第二机楼七楼机房冷却塔动力1","补水箱水位1","出水温度","013205",\N
"佛山禅城第二机楼七楼机房冷却塔动力1","冷却塔水位2","出水温度","013205",\N
"佛山禅城第二机楼七楼机房冷却塔动力1","补水箱水位2","出水温度","013205",\N
"佛山禅城第二机楼七楼机房冷却塔动力1","补水池水位","出水温度","013205",\N
"佛山禅城第二机楼七楼机房冷却塔动力1","冷却塔水位3","回水温度","013206",\N
"佛山禅城第二机楼七楼机房冷却塔动力1","冷却塔水位3","出水温度","013205",\N
"佛山禅城第二机楼七楼机房冷却塔动力1","冷却塔水位5","出水温度","013205",\N
"佛山禅城第二机楼七楼机房冷却塔动力1","冷却塔水位1","出水温度","013205",\N
"佛山禅城第二机楼七楼机房冷却塔动力1","补水池水位","回水温度","013206",\N
"佛山禅城第二机楼七楼机房冷却塔动力1","冷却塔水位4","出水温度","013205",\N
"佛山禅城第二机楼七楼机房冷却塔动力1","补水箱水位2","回水温度","013206",\N
"佛山禅城第二机楼七楼机房冷却塔动力1","冷却塔水位2","回水温度","013206",\N
"佛山禅城第二机楼七楼机房冷却塔动力1","补水箱水位1","回水温度","013206",\N
"佛山禅城第二机楼七楼机房冷却塔动力1","冷却塔水位6","回水温度","013206",\N
"佛山南海桂江五楼机房冷却塔动力1","冷却塔3#","回水温度","013206",\N
"佛山南海桂江五楼机房冷却塔动力1","消防补水箱","回水温度","013206",\N
"佛山南海桂江五楼机房冷却塔动力1","冷却塔2#","回水温度","013206",\N
"佛山南海桂江五楼机房冷却塔动力1","冷却塔1#","回水温度","013206",\N
"佛山南海桂江五楼机房冷却塔动力1","冷却塔3#","出水温度","013205",\N
"佛山南海桂江五楼机房冷却塔动力1","冷却塔1#","出水温度","013205",\N
"佛山南海桂江五楼机房冷却塔动力1","冷却塔2#","出水温度","013205",\N
"佛山南海桂江五楼机房冷却塔动力1","冷却塔补水箱","回水温度","013206",\N
"佛山南海桂江五楼机房冷却塔动力1","冷却塔补水箱","出水温度","013205",\N
"佛山南海桂江五楼机房冷却塔动力1","消防补水箱","出水温度","013205",\N
"佛山南海桂江一楼机房制冷动力1","中央空调主机2[美的]","出水温度","013205",\N
"佛山南海桂江一楼机房制冷动力1","中央空调主机1[美的]","回水温度","013206",\N
"佛山南海桂江一楼机房制冷动力1","中央空调主机3[美的]","回水温度","013206",\N
"佛山南海桂江一楼机房制冷动力1","中央空调主机3[美的]","出水温度","013205",\N
"佛山南海桂江一楼机房制冷动力1","中央空调主机1[美的]","出水温度","013205",\N
"佛山南海桂江一楼机房制冷动力1","中央空调主机2[美的]","回水温度","013206",\N
"佛山顺德全球通负一楼机房补水泵动力1","水池水位高","回水温度","013206",\N
"佛山顺德全球通负一楼机房补水泵动力1","水池水位低","回水温度","013206",\N
"佛山顺德全球通负一楼机房补水泵动力1","水池水位低","出水温度","013205",\N
"佛山顺德全球通负一楼机房补水泵动力1","水池水位高","出水温度","013205",\N
"佛山顺德全球通三楼机房冷却塔动力1","冷却塔水位3","回水温度","013206",\N
"佛山顺德全球通三楼机房冷却塔动力1","冷却塔水位2","回水温度","013206",\N
"佛山顺德全球通三楼机房冷却塔动力1","冷却塔水位1","出水温度","013205",\N
"佛山顺德全球通三楼机房冷却塔动力1","水箱水位","出水温度","013205",\N
"佛山顺德全球通三楼机房冷却塔动力1","冷却塔水位3","出水温度","013205",\N
"佛山顺德全球通三楼机房冷却塔动力1","9楼补水箱","回水温度","013206",\N
"佛山顺德全球通三楼机房冷却塔动力1","冷却塔水位1","回水温度","013206",\N
"佛山顺德全球通三楼机房冷却塔动力1","水箱水位","回水温度","013206",\N
"佛山顺德全球通三楼机房冷却塔动力1","9楼补水箱","出水温度","013205",\N
"佛山顺德全球通三楼机房冷却塔动力1","冷却塔水位2","出水温度","013205",\N
"佛山顺德德胜一楼机房制冷动力1","空调主机-1-2","出水温度","013205",\N
"佛山顺德德胜一楼机房制冷动力1","中央空调主机[麦克维尔]","出水温度","013205",\N
"佛山顺德德胜一楼机房制冷动力1","空调主机-1-2","回水温度","013206",\N
"佛山顺德德胜一楼机房制冷动力1","中央空调主机[麦克维尔]","回水温度","013206",\N
"佛山顺德德胜一楼机房制冷动力1","消防水池房补水箱水位","回水温度","013206",\N
"佛山顺德德胜一楼机房制冷动力1","空调主机-1-1","回水温度","013206",\N
"佛山顺德德胜一楼机房制冷动力1","空调主机-1-1","出水温度","013205",\N
"佛山顺德德胜一楼机房制冷动力1","消防水池房补水箱水位","出水温度","013205",\N
"佛山顺德德胜七楼机房冷却塔动力1","补水箱水位#1-2","回水温度","013206",\N
"佛山顺德德胜七楼机房冷却塔动力1","补水箱水位#1-2","出水温度","013205",\N
"佛山顺德德胜七楼机房冷却塔动力1","补水箱水位#1-1","回水温度","013206",\N
"佛山顺德德胜七楼机房冷却塔动力1","补水箱水位#1-1","出水温度","013205",\N
"湛江霞山区数据中心第一通信机楼一楼机房动力2","冷水机组6[美的冷机CCWE1300H10（邦讯）","出水温度","013205",\N
"湛江霞山区数据中心第一通信机楼一楼机房动力2","冷水机组5[美的冷机CCWE1300H10（邦讯）","出水温度","013205",\N
"茂名茂南区茂南全球通大厦节点负一楼机房动力1","中央空调主机3[美的螺杆式冷水机组](1B)","01水流量","013323",\N
"广州天河区南方基地2.3栋六楼机房BA天面动力5","2.3栋挖潜空调主机1","出水温度6","013206","4"
"广州天河区南方基地2.3栋六楼机房BA天面动力5","2.3栋挖潜空调主机1","出水温度5","013206","3"
"广州天河区南方基地2.3栋六楼机房BA天面动力5","2.3栋逻辑判断","回水温度2","013206","2"
"广州天河区南方基地2.3栋六楼机房BA天面动力5","2.3栋挖潜空调主机1","出水温度4","013206","2"
"广州天河区南方基地2.3栋六楼机房BA天面动力5","2.3栋挖潜空调主机1","出水温度3","013206","1"
"广州天河区南方基地2.3栋六楼机房BA天面动力5","2.3栋挖潜空调主机1","出水温度12","013206","10"
"广州天河区南方基地2.3栋六楼机房BA天面动力5","华弈蒸发冷逻辑判断","01水流量","013323","1"
"广州天河区南方基地2.3栋六楼机房BA天面动力5","绿色使者蒸发冷逻辑判断","01水流量","013323","1"
"广州天河区南方基地2.3栋六楼机房BA天面动力5","2.3栋挖潜总管","01水流量","013323","1"
"广州天河区南方基地2.3栋六楼机房BA天面动力5","2.3栋挖潜补水泵水表","01水流量","013323","1"
"广州天河区南方基地2.3栋六楼机房BA天面动力5","2.3栋挖潜补水泵水表","02水流量","013323","2"
"广州天河区南方基地2.3栋六楼机房BA天面动力5","华弈蒸发冷逻辑判断","出水温度","013205","1"
"广州天河区南方基地2.3栋六楼机房BA天面动力5","绿色使者蒸发冷逻辑判断","出水温度","013205","1"
"广州天河区南方基地2.3栋六楼机房BA天面动力5","2.3栋挖潜空调主机1","出水温度1","013205","1"
"广州天河区南方基地2.3栋六楼机房BA天面动力5","2.3栋挖潜空调主机1","出水温度2","013205","2"
"广州天河区南方基地2.3栋六楼机房BA天面动力5","2.3栋逻辑判断","回水温度1","013206","1"
"广州天河区南方基地2.3栋六楼机房BA天面动力5","2.3栋挖潜空调主机2","01水流量","013323","1"
"广州天河区南方基地2.3栋六楼机房BA天面动力5","2.3栋挖潜空调主机2","02水流量","013323","2"
"广州天河区南方基地2.3栋六楼机房BA天面动力5","绿色使者蒸发冷逻辑判断","回水温度","013206","1"
"广州天河区南方基地2.3栋六楼机房BA天面动力5","2.3栋挖潜总管","04水流量","013323","4"
"广州天河区南方基地2.3栋六楼机房BA天面动力5","2.3栋挖潜总管","03水流量","013323","3"
"广州天河区南方基地2.3栋六楼机房BA天面动力5","华弈蒸发冷逻辑判断","回水温度","013206","1"
"广州天河区南方基地2.3栋六楼机房BA天面动力5","2.3栋挖潜空调主机2","03水流量","013323","3"
"广州天河区南方基地2.3栋六楼机房BA天面动力5","2.3栋逻辑判断","回水温度9","013206","9"
"广州天河区南方基地2.3栋六楼机房BA天面动力5","2.3栋逻辑判断","回水温度8","013206","8"
"广州天河区南方基地2.3栋六楼机房BA天面动力5","2.3栋挖潜空调主机1","出水温度11","013206","9"
"广州天河区南方基地2.3栋六楼机房BA天面动力5","2.3栋逻辑判断","回水温度7","013206","7"
"广州天河区南方基地2.3栋六楼机房BA天面动力5","2.3栋挖潜总管","02水流量","013323","2"
"广州天河区南方基地2.3栋六楼机房BA天面动力5","2.3栋逻辑判断","回水温度6","013206","6"
"广州天河区南方基地2.3栋六楼机房BA天面动力5","2.3栋挖潜空调主机1","出水温度10","013206","8"
"广州天河区南方基地2.3栋六楼机房BA天面动力5","2.3栋逻辑判断","回水温度5","013206","5"
"广州天河区南方基地2.3栋六楼机房BA天面动力5","2.3栋挖潜空调主机1","出水温度9","013206","7"
"广州天河区南方基地2.3栋六楼机房BA天面动力5","2.3栋逻辑判断","回水温度4","013206","4"
"广州天河区南方基地2.3栋六楼机房BA天面动力5","2.3栋逻辑判断","回水温度3","013206","3"
"广州天河区南方基地2.3栋六楼机房BA天面动力5","2.3栋挖潜空调主机1","出水温度8","013206","6"
"广州天河区南方基地2.3栋六楼机房BA天面动力5","2.3栋挖潜空调主机1","出水温度7","013206","5"
"广州天河区南方基地3.1栋六楼机房BA天面动力5","3.1栋挖潜空调主机2","出水温度1","013205","1"
"广州天河区南方基地3.1栋六楼机房BA天面动力5","3.1栋挖潜空调主机3","出水温度1","013205","1"
"广州天河区南方基地3.1栋六楼机房BA天面动力5","3.1栋挖潜空调主机3","出水温度2","013205","2"
"广州天河区南方基地3.1栋六楼机房BA天面动力5","3.1栋挖潜空调主机2","出水温度2","013205","2"
"广州天河区南方基地3.1栋六楼机房BA天面动力5","3.1栋挖潜空调主机1","出水温度1","013205","1"
"广州天河区南方基地3.1栋六楼机房BA天面动力5","3.1栋逻辑判断","回水温度2","013206","2"
"广州天河区南方基地3.1栋六楼机房BA天面动力5","3.1栋-旧BA","01水流量","013323","1"
"广州天河区南方基地3.1栋六楼机房BA天面动力5","3.1栋-旧BA","02水流量","013323","2"
"广州天河区南方基地3.1栋六楼机房BA天面动力5","3.1栋补水泵远传水表","02水流量","013323","2"
"广州天河区南方基地3.1栋六楼机房BA天面动力5","3.1栋补水泵远传水表","01水流量","013323","1"
"广州天河区南方基地3.1栋六楼机房BA天面动力5","3.1栋逻辑判断","回水温度1","013206","1"
