device_id,device_name,precinct_name
00441006000000200753,低压直流配电89,性能采集机房10_200快1
00441006000000200754,低压直流配电90,性能采集机房10_200快1
00441006000000200755,低压直流配电91,性能采集机房10_200快1
00441006000000200756,低压直流配电92,性能采集机房10_200快1
00441006000000200757,低压直流配电93,性能采集机房10_200快1
00441006000000200758,低压直流配电94,性能采集机房10_200快1
00441006000000200759,低压直流配电95,性能采集机房10_200快1
00441006000000200760,低压直流配电96,性能采集机房10_200快1
00441006000000200761,低压直流配电97,性能采集机房10_200快1
00441006000000200762,低压直流配电98,性能采集机房10_200快1
00441006000000200763,低压直流配电99,性能采集机房10_200快1
00441006000000200764,低压直流配电100,性能采集机房10_200快1
00441006000000200765,低压直流配电101,性能采集机房10_200快1
00441006000000200766,低压直流配电102,性能采集机房10_200快1
00441006000000200767,低压直流配电103,性能采集机房10_200快1
00441006000000200768,低压直流配电104,性能采集机房10_200快1
00441006000000200769,低压直流配电105,性能采集机房10_200快1
00441006000000200770,低压直流配电106,性能采集机房10_200快1
00441006000000200771,低压直流配电107,性能采集机房10_200快1
00441006000000200772,低压直流配电108,性能采集机房10_200快1
00441006000000200773,低压直流配电109,性能采集机房10_200快1
00441006000000200774,低压直流配电110,性能采集机房10_200快1
00441006000000200775,低压直流配电111,性能采集机房10_200快1
00441006000000200776,低压直流配电112,性能采集机房10_200快1
00441006000000200777,低压直流配电113,性能采集机房10_200快1
00441006000000200778,低压直流配电114,性能采集机房10_200快1
00441006000000200779,低压直流配电115,性能采集机房10_200快1
00441006000000200780,低压直流配电116,性能采集机房10_200快1
00441006000000200781,低压直流配电117,性能采集机房10_200快1
00441006000000200782,低压直流配电118,性能采集机房10_200快1
00441006000000200783,低压直流配电119,性能采集机房10_200快1
00441006000000200784,低压直流配电120,性能采集机房10_200快1
00441006000000200785,低压直流配电121,性能采集机房10_200快1
00441006000000200786,低压直流配电122,性能采集机房10_200快1
00441006000000200787,低压直流配电123,性能采集机房10_200快1
00441006000000200788,低压直流配电124,性能采集机房10_200快1
00441006000000200789,低压直流配电125,性能采集机房10_200快1
00441006000000200790,低压直流配电126,性能采集机房10_200快1
00441006000000200791,低压直流配电127,性能采集机房10_200快1
00441006000000200792,低压直流配电128,性能采集机房10_200快1
00441006000000200793,低压直流配电129,性能采集机房10_200快1
00441006000000200794,低压直流配电130,性能采集机房10_200快1
00441006000000200795,低压直流配电131,性能采集机房10_200快1
00441006000000200796,低压直流配电132,性能采集机房10_200快1
00441006000000200797,低压直流配电133,性能采集机房10_200快1
00441006000000200798,低压直流配电134,性能采集机房10_200快1
00441006000000200799,低压直流配电135,性能采集机房10_200快1
00441006000000200800,低压直流配电136,性能采集机房10_200快1
00441006000000200801,低压直流配电137,性能采集机房10_200快1
00441006000000200802,低压直流配电138,性能采集机房10_200快1
00441006000000200803,低压直流配电139,性能采集机房10_200快1
00441006000000200804,低压直流配电140,性能采集机房10_200快1
00441006000000200805,低压直流配电141,性能采集机房10_200快1
00441006000000200806,低压直流配电142,性能采集机房10_200快1
00441006000000200807,低压直流配电143,性能采集机房10_200快1
00441006000000200808,低压直流配电144,性能采集机房10_200快1
00441006000000200809,低压直流配电145,性能采集机房10_200快1
00441006000000200810,低压直流配电146,性能采集机房10_200快1
00441006000000200811,低压直流配电147,性能采集机房10_200快1
00441006000000200812,低压直流配电148,性能采集机房10_200快1
00441006000000200813,低压直流配电149,性能采集机房10_200快1
00441006000000200814,低压直流配电150,性能采集机房10_200快1
00441006000000200815,低压直流配电151,性能采集机房10_200快1
00441006000000200816,低压直流配电152,性能采集机房10_200快1
00441006000000200817,低压直流配电153,性能采集机房10_200快1
00441006000000200818,低压直流配电154,性能采集机房10_200快1
00441006000000200819,低压直流配电155,性能采集机房10_200快1
00441006000000200820,低压直流配电156,性能采集机房10_200快1
00441006000000200821,低压直流配电157,性能采集机房10_200快1
00441006000000200822,低压直流配电158,性能采集机房10_200快1
00441006000000200823,低压直流配电159,性能采集机房10_200快1
00441006000000200824,低压直流配电160,性能采集机房10_200快1
00441006000000200825,低压直流配电161,性能采集机房10_200快1
00441006000000200826,低压直流配电162,性能采集机房10_200快1
00441006000000200827,低压直流配电163,性能采集机房10_200快1
00441006000000200828,低压直流配电164,性能采集机房10_200快1
00441006000000200829,低压直流配电165,性能采集机房10_200快1
00441006000000200830,低压直流配电166,性能采集机房10_200快1
00441006000000200831,低压直流配电167,性能采集机房10_200快1
00441006000000200832,低压直流配电168,性能采集机房10_200快1
00441006000000200833,低压直流配电169,性能采集机房10_200快1
00441006000000200834,低压直流配电170,性能采集机房10_200快1
00441006000000200835,低压直流配电171,性能采集机房10_200快1
00441006000000200836,低压直流配电172,性能采集机房10_200快1
00441006000000200837,低压直流配电173,性能采集机房10_200快1
00441006000000200838,低压直流配电174,性能采集机房10_200快1
00441006000000200839,低压直流配电175,性能采集机房10_200快1
00441006000000200840,低压直流配电176,性能采集机房10_200快1
00441006000000200841,低压直流配电177,性能采集机房10_200快1
00441006000000200842,低压直流配电178,性能采集机房10_200快1
00441006000000200843,低压直流配电179,性能采集机房10_200快1
00441006000000200844,低压直流配电180,性能采集机房10_200快1
00441006000000200845,低压直流配电181,性能采集机房10_200快1
00441006000000200846,低压直流配电182,性能采集机房10_200快1
00441006000000200847,低压直流配电183,性能采集机房10_200快1
00441006000000200848,低压直流配电184,性能采集机房10_200快1
00441006000000200849,低压直流配电185,性能采集机房10_200快1
00441006000000200850,低压直流配电186,性能采集机房10_200快1
00441006000000200851,低压直流配电187,性能采集机房10_200快1
00441006000000200852,低压直流配电188,性能采集机房10_200快1
00441006000000200853,低压直流配电189,性能采集机房10_200快1
00441006000000200854,低压直流配电190,性能采集机房10_200快1
00441006000000200855,低压直流配电191,性能采集机房10_200快1
00441006000000200856,低压直流配电192,性能采集机房10_200快1
00441006000000200857,低压直流配电193,性能采集机房10_200快1
00441006000000200858,低压直流配电194,性能采集机房10_200快1
00441006000000200859,低压直流配电195,性能采集机房10_200快1
00441006000000200860,低压直流配电196,性能采集机房10_200快1
00441006000000200861,低压直流配电197,性能采集机房10_200快1
00441006000000200862,低压直流配电198,性能采集机房10_200快1
00441006000000200863,低压直流配电199,性能采集机房10_200快1
00441006000000200864,低压直流配电200,性能采集机房10_200快1
00441006000000200865,低压直流配电201,性能采集机房10_200快1
