deviceName,deviceID,meteID,meteCode,meteKind,meteName,meteNo,deviceType,deviceTypeName,roomName,meteType,meteKindName
"智能门禁","00713006000000201924","6209300093302000004","093302","2","刷卡卡号","3","93","智能门禁","性能采集机房2","1","遥测"
"智能门禁","00713006000000201924","6209300093302000005","093302","2","刷卡卡号","4","93","智能门禁","性能采集机房2","1","遥测"
"智能门禁","00713006000000201948","6209300093302000001","093302","2","刷卡卡号","0","93","智能门禁","性能采集机房3","1","遥测"
"智能门禁","00713006000000201948","6209300093302000002","093302","2","刷卡卡号","1","93","智能门禁","性能采集机房3","1","遥测"
"智能门禁","00713006000000201948","6209300093302000003","093302","2","刷卡卡号","2","93","智能门禁","性能采集机房3","1","遥测"
"智能门禁","00713006000000201948","6209300093302000004","093302","2","刷卡卡号","3","93","智能门禁","性能采集机房3","1","遥测"
"智能门禁","00713006000000201948","6209300093302000005","093302","2","刷卡卡号","4","93","智能门禁","性能采集机房3","1","遥测"
"智能门禁","00713006000000201971","6209300093302000001","093302","2","刷卡卡号","0","93","智能门禁","性能采集机房4","1","遥测"
"智能门禁","00713006000000201971","6209300093302000002","093302","2","刷卡卡号","1","93","智能门禁","性能采集机房4","1","遥测"
"智能门禁","00713006000000201971","6209300093302000003","093302","2","刷卡卡号","2","93","智能门禁","性能采集机房4","1","遥测"
"智能门禁","00713006000000201971","6209300093302000004","093302","2","刷卡卡号","3","93","智能门禁","性能采集机房4","1","遥测"
"智能门禁","00713006000000201971","6209300093302000005","093302","2","刷卡卡号","4","93","智能门禁","性能采集机房4","1","遥测"
"智能门禁","00713006000000201996","6209300093302000001","093302","2","刷卡卡号","0","93","智能门禁","性能采集机房5","1","遥测"
"智能门禁","00713006000000201996","6209300093302000002","093302","2","刷卡卡号","1","93","智能门禁","性能采集机房5","1","遥测"
"智能门禁","00713006000000201996","6209300093302000003","093302","2","刷卡卡号","2","93","智能门禁","性能采集机房5","1","遥测"
"智能门禁","00713006000000201996","6209300093302000004","093302","2","刷卡卡号","3","93","智能门禁","性能采集机房5","1","遥测"
"智能门禁","00713006000000201996","6209300093302000005","093302","2","刷卡卡号","4","93","智能门禁","性能采集机房5","1","遥测"
"智能门禁","00713006000000202020","6209300093302000001","093302","2","刷卡卡号","0","93","智能门禁","性能采集机房6","1","遥测"
"智能门禁","00713006000000202020","6209300093302000002","093302","2","刷卡卡号","1","93","智能门禁","性能采集机房6","1","遥测"
"智能门禁","00713006000000202020","6209300093302000003","093302","2","刷卡卡号","2","93","智能门禁","性能采集机房6","1","遥测"
"智能门禁","00713006000000202020","6209300093302000004","093302","2","刷卡卡号","3","93","智能门禁","性能采集机房6","1","遥测"
"智能门禁","00713006000000202020","6209300093302000005","093302","2","刷卡卡号","4","93","智能门禁","性能采集机房6","1","遥测"
"智能门禁","00713006000000202044","6209300093302000001","093302","2","刷卡卡号","0","93","智能门禁","性能采集机房7","1","遥测"
"智能门禁","00713006000000202044","6209300093302000002","093302","2","刷卡卡号","1","93","智能门禁","性能采集机房7","1","遥测"
"智能门禁","00713006000000202044","6209300093302000003","093302","2","刷卡卡号","2","93","智能门禁","性能采集机房7","1","遥测"
"智能门禁","00713006000000202044","6209300093302000004","093302","2","刷卡卡号","3","93","智能门禁","性能采集机房7","1","遥测"
"智能门禁","00713006000000202044","6209300093302000005","093302","2","刷卡卡号","4","93","智能门禁","性能采集机房7","1","遥测"
"智能门禁","00713006000000202068","6209300093302000001","093302","2","刷卡卡号","0","93","智能门禁","性能采集机房8","1","遥测"
"智能门禁","00713006000000202068","6209300093302000002","093302","2","刷卡卡号","1","93","智能门禁","性能采集机房8","1","遥测"
"智能门禁","00713006000000202068","6209300093302000003","093302","2","刷卡卡号","2","93","智能门禁","性能采集机房8","1","遥测"
"智能门禁","00713006000000202068","6209300093302000004","093302","2","刷卡卡号","3","93","智能门禁","性能采集机房8","1","遥测"
"智能门禁","00713006000000202068","6209300093302000005","093302","2","刷卡卡号","4","93","智能门禁","性能采集机房8","1","遥测"
"智能门禁","00713006000000202092","6209300093302000001","093302","2","刷卡卡号","0","93","智能门禁","性能采集机房9","1","遥测"
"智能门禁","00713006000000202092","6209300093302000002","093302","2","刷卡卡号","1","93","智能门禁","性能采集机房9","1","遥测"
"智能门禁","00713006000000202092","6209300093302000003","093302","2","刷卡卡号","2","93","智能门禁","性能采集机房9","1","遥测"
"智能门禁","00713006000000202092","6209300093302000004","093302","2","刷卡卡号","3","93","智能门禁","性能采集机房9","1","遥测"
"智能门禁","00713006000000202092","6209300093302000005","093302","2","刷卡卡号","4","93","智能门禁","性能采集机房9","1","遥测"
"智能门禁","00713006000000201850","6209300093301000001","093301","2","门禁校时设置","0","93","智能门禁","性能采集机房1","1","遥测"
"智能门禁","00713006000000201850","6209300093301000002","093301","2","门禁校时设置","1","93","智能门禁","性能采集机房1","1","遥测"
"智能门禁","00713006000000201850","6209300093301000003","093301","2","门禁校时设置","2","93","智能门禁","性能采集机房1","1","遥测"
"智能门禁","00713006000000201850","6209300093301000004","093301","2","门禁校时设置","3","93","智能门禁","性能采集机房1","1","遥测"
"智能门禁","00713006000000201850","6209300093301000005","093301","2","门禁校时设置","4","93","智能门禁","性能采集机房1","1","遥测"
"智能门禁","00713006000000201924","6209300093301000001","093301","2","门禁校时设置","0","93","智能门禁","性能采集机房2","1","遥测"
"智能门禁","00713006000000201924","6209300093301000002","093301","2","门禁校时设置","1","93","智能门禁","性能采集机房2","1","遥测"
"智能门禁","00713006000000201924","6209300093301000003","093301","2","门禁校时设置","2","93","智能门禁","性能采集机房2","1","遥测"
"智能门禁","00713006000000201924","6209300093301000004","093301","2","门禁校时设置","3","93","智能门禁","性能采集机房2","1","遥测"
